"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000131752487743464,0.547464548048573,0.313,0.196,1,"1","Casp8ap2"
0.000133333880201377,0.388573529078775,0.252,0.177,1,"1","Ss18"
0.000146550030360834,0.335677758875447,0.33,0.23,1,"1","Krit1"
0.000146704463874725,0.534177064447581,0.303,0.197,1,"1","Commd2"
0.000159509628352921,0.265244373198557,0.368,0.273,1,"1","Eapp"
0.000173748680781643,0.421022965566764,0.287,0.2,1,"1","Wdr45b"
0.000174585384216384,0.480068336174275,0.258,0.177,1,"1","Pdzd11"
0.000177390111170415,0.364247214156972,0.263,0.19,1,"1","Dap3"
0.00017810071153642,0.467965883455035,0.32,0.218,1,"1","Lage3"
0.000197520855914636,0.409991567989336,0.267,0.183,1,"1","Tug1"
0.000197799943275462,0.331483393000944,0.416,0.3,1,"1","Dcaf8"
0.000199794781862829,0.255009461103062,0.252,0.188,1,"1","Arl2bp"
0.000206504350357441,0.354810711126536,0.455,0.327,1,"1","Trim44"
0.000217305347444091,0.343340258063502,0.291,0.213,1,"1","Zzz3"
0.000234666641690462,0.250430088829393,0.489,0.374,1,"1","Chmp5"
0.000235982697476465,0.502171513241017,0.251,0.163,1,"1","1110059G10Rik"
0.000243569535988296,0.328302034954635,0.257,0.188,1,"1","Ube2j2"
0.000244584362431179,0.425149101875455,0.279,0.183,1,"1","Tle3"
0.00024479351827094,0.323093834049562,0.26,0.193,1,"1","Zc3h18"
0.000265449129436671,0.260653105533634,0.507,0.368,1,"1","Cdk11b"
0.000265975916050368,0.40076628140365,0.296,0.204,1,"1","Ccdc174"
0.000269043139347608,0.34258217011092,0.323,0.23,1,"1","Mga"
0.000282863552797817,0.436231382719781,0.303,0.207,1,"1","Zfp280d"
0.000284277029774738,0.487195277013505,0.339,0.224,1,"1","Zfp871"
0.000285892797726186,0.263996334629655,0.373,0.282,1,"1","Sf1"
0.000305198051541642,0.445224096285069,0.276,0.183,1,"1","Ldb1"
0.000305641800422289,0.36408957166078,0.323,0.218,1,"1","Prdx4"
0.000317597571897448,0.614345765874739,0.272,0.164,1,"1","Dmtf1"
0.000325636042335501,0.35659461806785,0.384,0.269,1,"1","Gm47283"
0.000330361342342744,0.590320747289132,0.257,0.157,1,"1","Pofut2"
0.00033622873810417,0.387922554237204,0.318,0.224,1,"1","Cnot6"
0.000351350981248661,0.361684800415326,0.373,0.266,1,"1","Ube2e3"
0.000356445346495241,0.512520980530221,0.257,0.169,1,"1","Hikeshi"
0.000398854719706332,0.326619150217767,0.31,0.222,1,"1","Cebpzos"
0.000406371160500681,0.375544451771133,0.3,0.213,1,"1","Uri1"
0.000410822458186141,0.359743677489055,0.278,0.197,1,"1","Chchd3"
0.000411979110947319,0.358598783873076,0.275,0.197,1,"1","Oard1"
0.000417862528062029,0.250442943614464,0.54,0.414,1,"1","Aimp1"
0.000439444615949121,0.370092494434969,0.269,0.192,1,"1","Gon4l"
0.000442341772085363,0.308747341429235,0.381,0.265,1,"1","Syne2"
0.000454219587682462,0.314494042612071,0.394,0.28,1,"1","Med13"
0.000503109496599533,0.406899953535961,0.321,0.226,1,"1","Rab1b"
0.000505750973543232,0.307061887310591,0.309,0.232,1,"1","Slc35b1"
0.000512159587054816,0.538333173491852,0.317,0.196,1,"1","Ctnnbip1"
0.000548131334098294,0.331560217913944,0.307,0.223,1,"1","Snrnp200"
0.000555185460375008,0.459924422209246,0.252,0.17,1,"1","Gnl2"
0.000564488425006654,0.434134549948382,0.256,0.177,1,"1","Sec22b"
0.000612491554846499,0.251219312069187,0.274,0.202,1,"1","Uhrf2"
0.000655748646001937,0.397275809114261,0.315,0.222,1,"1","Btbd1"
0.000667791455660801,0.593863268308115,0.263,0.162,1,"1","Trnt1"
0.000718976764646219,0.411811448135994,0.252,0.174,1,"1","Vps13c"
0.000749056568437408,0.260988376448889,0.405,0.303,1,"1","Pet100"
0.000762633435165099,0.518221781856004,0.348,0.218,1,"1","Crtc3"
0.000766721904171811,0.382815652336877,0.464,0.329,1,"1","Glg1"
0.000773413077011318,0.453713903172922,0.32,0.214,1,"1","Cpsf2"
0.000795713541189235,0.453837315862006,0.274,0.185,1,"1","Arid1b"
0.000859634668875628,0.335882269905288,0.346,0.251,1,"1","Mff"
0.000897302409891643,0.312520454029164,0.298,0.22,1,"1","Tm2d1"
0.000918369459574262,0.386961562850461,0.289,0.206,1,"1","Cdc73"
0.000972329628192658,0.379844408157867,0.522,0.373,1,"1","Huwe1"
0.000996984682162145,0.379885745938928,0.363,0.249,1,"1","Mocs2"
0.00100521234180172,0.393015833866815,0.289,0.205,1,"1","Snrpa"
0.00101449826463819,0.289574228348775,0.425,0.302,1,"1","Sptan1"
0.00102458554969401,0.30798787999527,0.5,0.366,1,"1","Ddx46"
0.00107184116582568,0.46403371416687,0.285,0.193,1,"1","Zcchc9"
0.00108394297300729,0.268128111450791,0.435,0.321,1,"1","Mrpl18"
0.00112478166090672,0.300608992753405,0.417,0.309,1,"1","Txn2"
0.00115598476675066,0.497894910280711,0.396,0.261,1,"1","Med13l"
0.00121666358454042,0.293728663582674,0.304,0.221,1,"1","Leprot"
0.00123140500377673,0.292865561045922,0.323,0.24,1,"1","Rif1"
0.00128089030533282,0.295167164627252,0.475,0.345,1,"1","Zmynd11"
0.0013639424520455,0.308476632528035,0.278,0.201,1,"1","Rbm33"
0.00139490704175209,0.258279586413511,0.444,0.331,1,"1","Ap2m1"
0.00141921694077641,0.365168895313985,0.265,0.189,1,"1","Ubqln1"
0.00145526350353001,0.385409696147951,0.315,0.222,1,"1","Azi2"
0.00147206492890676,0.277864016760281,0.28,0.193,1,"1","Evl"
0.00147349500207317,0.42872042447177,0.255,0.172,1,"1","Thoc1"
0.00152275705023534,0.482127168877827,0.317,0.207,1,"1","Scoc"
0.00161635716914088,0.410326118660132,0.324,0.221,1,"1","Fam76b"
0.00170266550579256,0.386131650105417,0.286,0.201,1,"1","Rnpep"
0.00219460665126969,0.413919862336235,0.269,0.188,1,"1","Usp19"
0.00222477970344209,0.295522978833948,0.507,0.375,1,"1","Fam104a"
0.00236828331933968,0.255026674357731,0.298,0.229,1,"1","Ccdc186"
0.00245103964134407,0.569339694596959,0.294,0.188,1,"1","Znrd2"
0.00285139134653174,0.329715469049833,0.25,0.184,1,"1","Dnajc10"
0.00299635550491656,0.680809586288893,0.325,0.191,1,"1","Rab11fip2"
0.0031732675243191,0.448378329386106,0.277,0.191,1,"1","Nbr1"
0.0031772825678712,0.402216326831829,0.292,0.201,1,"1","Avl9"
0.00363818766198207,0.389555090516856,0.267,0.189,1,"1","Tnpo1"
0.0037146529452721,0.297986395232008,0.334,0.248,1,"1","Glrx2"
0.00393555420007122,0.263325482161492,0.28,0.211,1,"1","Asxl2"
0.00553160136770846,0.461062951201575,0.329,0.219,1,"1","Sf3a3"
0.00599165351864965,0.347635019094881,0.25,0.182,1,"1","Tlk2"
0.00610302595065328,0.269670856186188,0.254,0.183,1,"1","Max"
0.00714613079953855,0.31965907482359,0.289,0.202,1,"1","Csnk1g3"
0.00824483680232786,0.263044574477809,0.416,0.281,1,"1","Ndel1"
0.00945154996450717,0.261244087220151,0.516,0.385,1,"1","Rwdd1"
0.00954658931727894,0.292797842849114,0.258,0.195,1,"1","Impad1"
0,7.49535797658702,0.987,0.018,0,"2","C1qa"
0,7.05351157148613,0.986,0.02,0,"2","C1qb"
0,7.4710143660975,0.98,0.016,0,"2","C1qc"
3.96230766651763e-318,7.57274620404909,0.909,0.013,9.66248347556989e-314,"2","Ms4a7"
6.47746533310282e-313,5.40648992779683,0.992,0.385,1.57959469613045e-308,"2","Apoe"
1.02648648840001e-307,4.0489441086176,0.982,0.143,2.50318995061225e-303,"2","Ctss"
1.90797539961363e-291,3.25002043437806,0.999,0.654,4.6527888094978e-287,"2","Cst3"
2.59623906943193e-278,5.81380545684488,0.86,0.038,6.3311885947167e-274,"2","Cx3cr1"
9.46157164110819e-277,4.41058180760732,0.866,0.051,2.30729886040064e-272,"2","Aif1"
1.09444447793308e-272,4.92559469699371,0.856,0.054,2.66891230388761e-268,"2","Csf1r"
1.35716779534359e-268,4.19023155681878,0.882,0.126,3.30958938572488e-264,"2","Ctsc"
5.05211953608144e-262,4.74236510881763,0.875,0.133,1.23200987006882e-257,"2","Hexb"
1.19794366272608e-251,2.2902084658128,1,0.854,2.92130541592382e-247,"2","Ftl1"
4.38069457200545e-249,2.74415119183476,0.972,0.16,1.06827617832925e-244,"2","Fcer1g"
5.04355492750312e-247,1.8946007504653,1,0.997,1.22992130462091e-242,"2","Fth1"
1.48178326661462e-235,3.89007973444403,0.854,0.093,3.6134766739664e-231,"2","Ly86"
1.59067117433072e-233,4.03373021383932,0.804,0.081,3.8790107257229e-229,"2","Rgs10"
3.44023370266765e-226,2.78014520842958,0.918,0.197,8.38935390732533e-222,"2","Laptm5"
1.95515816275229e-223,2.31330519532214,0.973,0.165,4.76784869568772e-219,"2","Tyrobp"
8.7054880351447e-223,4.77835065720435,0.771,0.062,2.12292031225039e-218,"2","Trf"
2.77095670792891e-221,2.04764976975296,0.92,0.153,6.75725502795545e-217,"2","Lyz2"
1.84555509361051e-219,4.08751806890784,0.813,0.143,4.50057065127858e-215,"2","Selenop"
1.35863814611879e-211,3.97264995866929,0.796,0.121,3.31317498312527e-207,"2","Cd14"
3.66251322868226e-210,7.13310306179258,0.693,0.014,8.93140475946456e-206,"2","Trem2"
2.15777152402881e-209,3.14138617536939,0.864,0.215,5.26194163849667e-205,"2","Ctsz"
1.73413374631193e-205,4.30664402728986,0.763,0.067,4.22885855375628e-201,"2","Ccl4"
3.5296026002029e-205,3.24193648988884,0.826,0.122,8.60728890085479e-201,"2","Fyb"
5.06667284198613e-205,3.42557980084228,0.889,0.221,1.23555883924674e-200,"2","Cd74"
9.42974420464327e-201,4.86885336603512,0.731,0.037,2.29953742174431e-196,"2","Ccl3"
2.28142454405677e-198,6.29603579020986,0.632,0.011,5.56348189313683e-194,"2","C3ar1"
5.476538823483e-196,2.65455200693686,0.94,0.634,1.33550875749456e-191,"2","Ctsb"
4.68615058063284e-195,3.51984496688668,0.727,0.073,1.14276468059313e-190,"2","Bcl2a1b"
1.50443008600456e-193,4.00184032962121,0.714,0.062,3.66870320773072e-189,"2","Cxcl16"
5.14127225510761e-192,1.55046289023332,0.999,0.96,1.25375065213054e-187,"2","Itm2b"
6.81207035827066e-191,2.97150262484339,0.835,0.191,1.66119147756788e-186,"2","Ctsh"
1.63743074879727e-190,4.12613804252565,0.725,0.082,3.99303862401703e-186,"2","Mafb"
8.87524543633886e-190,2.49007995468531,0.89,0.325,2.16431735210559e-185,"2","Npc2"
4.50982922856307e-188,3.12096577976286,0.792,0.149,1.09976695567739e-183,"2","Unc93b1"
7.85347594793202e-187,3.3032902800847,0.772,0.083,1.9151486446627e-182,"2","Mpeg1"
2.31940720733827e-186,1.84293983383782,0.996,0.486,5.6561064158151e-182,"2","B2m"
3.48175009762442e-185,3.43094916061591,0.802,0.225,8.4905957880669e-181,"2","Lgmn"
2.51793732864006e-179,2.04402664120046,0.921,0.289,6.14024196962166e-175,"2","Cyba"
1.68083421704424e-177,2.42391077797648,0.806,0.114,4.09888232168408e-173,"2","Cybb"
3.64555916555508e-176,3.75319161551147,0.685,0.06,8.89006058112262e-172,"2","Cd300c2"
4.04047350239519e-175,3.63396225762705,0.652,0.066,9.8530986829409e-171,"2","Fcgr3"
5.99540843654711e-174,5.75688326302609,0.602,0.019,1.46204030133638e-169,"2","Adgre1"
3.87330031449172e-173,3.5589253521818,0.766,0.13,9.44543014691951e-169,"2","H2-Aa"
1.52095165481494e-171,3.52895634547507,0.767,0.138,3.70899270543171e-167,"2","H2-Ab1"
1.37030320057411e-168,3.1856009440345,0.787,0.179,3.34162138492002e-164,"2","Kctd12"
6.24112542742071e-168,3.79524564162509,0.748,0.121,1.52196084673081e-163,"2","H2-Eb1"
6.5181388777251e-166,4.00670225990552,0.682,0.063,1.58951334672204e-161,"2","Cd68"
1.14483837667789e-165,4.62806788664968,0.614,0.046,2.7918028653667e-161,"2","Gpr65"
4.2663022326446e-161,3.59369449654702,0.628,0.065,1.04038046245271e-156,"2","Wfdc17"
1.16477387213144e-159,1.92611401133467,0.886,0.328,2.84041756457974e-155,"2","Tmem176b"
1.70744903949831e-158,1.85479388637134,0.926,0.432,4.16378522772058e-154,"2","Zfp36"
4.40583299369779e-158,2.5490068592966,0.785,0.271,1.07440643384314e-153,"2","Ier5"
3.48263406299949e-156,3.0168846566291,0.731,0.204,8.49275142603054e-152,"2","Grn"
5.66546634708731e-156,2.48817035893156,0.774,0.178,1.38158062340071e-151,"2","Bst2"
5.76138920602045e-156,3.48106479843973,0.618,0.051,1.40497237178015e-151,"2","Ifi207"
4.32493722555471e-154,6.99364454218803,0.544,0.011,1.05467919182377e-149,"2","Mrc1"
3.86720292931389e-151,1.89706842365473,0.734,0.111,9.43056106342486e-147,"2","Il1b"
4.66544164247022e-150,2.34296815783678,0.695,0.105,1.13771459893279e-145,"2","Lst1"
1.10901189068583e-149,2.29334182698909,0.685,0.073,2.70443639662646e-145,"2","Ms4a6c"
2.31956565829553e-148,3.30105951951208,0.637,0.068,5.65649281431949e-144,"2","Pld4"
1.4054611936372e-147,1.60560539361062,0.984,0.814,3.42735766680367e-143,"2","Psap"
7.10805420628263e-147,2.1028670039522,0.835,0.435,1.73337009874408e-142,"2","Serinc3"
5.23988375401797e-142,9.32945238018995,0.483,0.003,1.27779805225482e-137,"2","Fcrls"
5.68108745914089e-142,3.83603754304456,0.579,0.069,1.3853899877861e-137,"2","Itgb5"
3.5738776818805e-141,4.36687471705776,0.558,0.057,8.71525811503378e-137,"2","Dab2"
6.75773201318918e-139,3.84382500809061,0.617,0.07,1.64794052873631e-134,"2","Cd83"
7.12117777821291e-139,7.35622650326422,0.483,0.006,1.736570412995e-134,"2","Pf4"
3.53532393283863e-138,1.42937054770851,0.99,0.695,8.62124094262029e-134,"2","Fos"
4.3975503090783e-138,2.02959271710319,0.833,0.338,1.07238661837184e-133,"2","Marcks"
4.48116745229471e-138,1.91577016903765,0.849,0.367,1.09277749491659e-133,"2","Sat1"
7.62412799298391e-138,4.34133156756634,0.56,0.05,1.85921985236906e-133,"2","Hpgds"
1.03677239992695e-137,1.93396421934923,0.832,0.282,2.52827317446186e-133,"2","Tmem176a"
3.34419533984646e-137,3.61916572475358,0.581,0.062,8.15515475574958e-133,"2","Rgs1"
5.72543797467915e-137,1.99131798286517,0.853,0.335,1.39620530450526e-132,"2","Atf3"
2.26277699946292e-135,2.9312169165525,0.615,0.094,5.51800799089028e-131,"2","Cyth4"
2.21379672660456e-134,2.62062779709353,0.722,0.204,5.39856469749787e-130,"2","Rgs2"
3.51664282657972e-134,2.5706646842586,0.69,0.175,8.5756851968973e-130,"2","Efhd2"
9.10451112623275e-133,3.40291952508575,0.591,0.068,2.22022608324312e-128,"2","Slc15a3"
4.00992462005595e-132,2.87725179246868,0.66,0.158,9.77860217846843e-128,"2","Man2b1"
1.29590691548488e-128,6.70425754634191,0.472,0.008,3.16019860410142e-124,"2","Ccl12"
1.62932839765874e-127,3.82361425651826,0.539,0.046,3.97328023053061e-123,"2","Cd86"
4.55023948080111e-127,0.906140983464669,1,0.994,1.10962139978816e-122,"2","Tmsb4x"
3.0776042617219e-126,4.85554110879249,0.502,0.022,7.50504575263502e-122,"2","Slamf9"
3.23115404857029e-126,2.74934445778529,0.699,0.223,7.8794922628435e-122,"2","Nfkbiz"
3.03520051304334e-124,4.05539255610827,0.522,0.033,7.40163997110749e-120,"2","Lair1"
4.87921091393559e-124,4.21607500731754,0.475,0.026,1.18984437347233e-119,"2","Gatm"
8.35744633460069e-124,3.71669877947903,0.556,0.081,2.03804686315572e-119,"2","Maf"
1.87305674851112e-123,2.47996631976905,0.622,0.116,4.56763618691921e-119,"2","Hpgd"
3.76172925445132e-123,1.87099847677061,0.743,0.246,9.17335295990499e-119,"2","Ptpn18"
7.42833248193114e-123,2.37542216087335,0.685,0.142,1.81147315904373e-118,"2","Zeb2"
5.06119765131617e-121,1.54363685387113,0.909,0.476,1.23422365924996e-116,"2","Egr1"
1.17570632331102e-119,2.34583961382646,0.644,0.186,2.86707744002626e-115,"2","Ehd4"
1.87391242371017e-119,3.51329517429719,0.507,0.03,4.56972283645962e-115,"2","Fcgr1"
2.01824973278722e-119,1.21416477160647,0.986,0.61,4.92170379837491e-115,"2","Junb"
2.57306431889195e-119,2.41308551590091,0.707,0.156,6.2746746480499e-115,"2","Plek"
4.44369012823093e-119,1.0749695022018,1,0.994,1.0836382746704e-114,"2","Rps29"
4.8756593542606e-118,2.64081385985302,0.608,0.089,1.18897829012999e-113,"2","Lilrb4a"
1.95678230413951e-115,1.52786513521019,0.861,0.485,4.7718093268746e-111,"2","Mcl1"
2.83315814809513e-115,2.00411257936451,0.753,0.307,6.90893945994478e-111,"2","Cd63"
6.42697313015418e-115,1.19957371936562,0.97,0.51,1.5672816675194e-110,"2","H2-D1"
1.57984262790035e-114,2.92873447797868,0.625,0.154,3.85260423239779e-110,"2","Hexa"
8.24579918196984e-114,3.41656919945964,0.501,0.053,2.01082058851517e-109,"2","Fcgr2b"
2.23339195322766e-112,3.66379100709352,0.498,0.055,5.44634961714098e-108,"2","Axl"
1.87958498644845e-111,5.25056971721251,0.425,0.017,4.58355594795318e-107,"2","Stab1"
6.12033941190778e-111,2.49961923241839,0.62,0.125,1.49250596898783e-106,"2","H2-DMa"
1.68191052357398e-110,1.58252340482085,0.785,0.254,4.10150700278751e-106,"2","Lcp1"
3.42993416922337e-110,2.60418423611163,0.668,0.195,8.36423746506812e-106,"2","Snx5"
5.8745782413134e-110,2.92822161517061,0.534,0.079,1.43257464992669e-105,"2","H2-DMb1"
6.33429131661773e-110,3.21083003699766,0.54,0.083,1.5446802804704e-105,"2","Sirpa"
8.79309167370719e-110,2.16644244513118,0.657,0.122,2.14428333555023e-105,"2","Spi1"
4.39920445629516e-109,2.05137603813306,0.602,0.103,1.07278999871214e-104,"2","Irf8"
7.21225406293526e-109,1.02617901088487,0.894,0.269,1.75878027578739e-104,"2","Cd52"
3.44242065159457e-108,3.68149870865624,0.461,0.046,8.39468700097851e-104,"2","Tlr2"
6.09660896855918e-108,5.0150499376717,0.438,0.022,1.48671906307284e-103,"2","Ccl2"
8.36596493046158e-107,3.43255831146836,0.469,0.075,2.04012420794236e-102,"2","Abca1"
3.67305177614624e-104,6.73922407006119,0.41,0.007,8.95710406131022e-100,"2","Gpr34"
1.43048095372889e-103,2.48518427600675,0.618,0.188,3.48837085376326e-99,"2","Cyfip1"
2.24986507374993e-103,1.46207264945857,0.858,0.504,5.48652096884658e-99,"2","Rrbp1"
4.31737602006647e-103,3.69238478698722,0.702,0.379,1.05283531625341e-98,"2","Ctsd"
1.04602207755598e-102,3.74982423840376,0.436,0.044,2.55082943832802e-98,"2","Lacc1"
3.72443408869199e-102,1.18286568669475,0.98,0.886,9.08240496868429e-98,"2","Ubc"
3.12207906891931e-100,1.10534404675901,0.936,0.492,7.61350201746664e-96,"2","H2-K1"
2.60059335359021e-99,1.06209358792371,0.967,0.591,6.34180695206509e-95,"2","Btg2"
4.07578684830402e-99,2.89510221160984,0.495,0.071,9.9392138082742e-95,"2","Evi2a"
3.20113142108793e-98,2.753023952845,0.469,0.063,7.80627908346504e-94,"2","Gpr183"
5.60798152943445e-97,4.62334157699163,0.414,0.019,1.36756237576789e-92,"2","Adap2"
9.10390352581792e-96,2.98518160123265,0.411,0.034,2.22007791380596e-91,"2","Ms4a6d"
1.43451830928409e-95,2.00922407185418,0.687,0.172,3.49821634902018e-91,"2","Basp1"
3.53989854160027e-95,4.56443241680974,0.389,0.022,8.63239658354641e-91,"2","P2ry6"
6.87886350956238e-95,1.83986685606523,0.743,0.389,1.67747965544188e-90,"2","Nfkbia"
8.48685043580728e-94,3.46623172746672,0.487,0.06,2.06960334727596e-89,"2","Apobec1"
1.54710090993255e-93,1.96519155547471,0.603,0.162,3.77276027896151e-89,"2","Lyn"
2.1208782084972e-93,2.06727148252595,0.481,0.078,5.17197359924126e-89,"2","Ms4a6b"
3.65343461528372e-93,2.56599885516171,0.656,0.318,8.90926565283087e-89,"2","Pmepa1"
1.55951158949709e-92,4.59787600824878,0.357,0.018,3.80302496214761e-88,"2","Rab3il1"
1.92513016736987e-92,1.25274136777416,0.964,0.783,4.69462242614817e-88,"2","Jun"
1.8820597531157e-91,2.49252872219989,0.54,0.164,4.58959091394796e-87,"2","Lpcat2"
2.83056400211402e-91,1.8122436622502,0.691,0.182,6.90261337555524e-87,"2","Mef2c"
6.60932381602459e-90,0.67630572304946,1,0.997,1.61174970577576e-85,"2","Actb"
1.05013907355475e-89,1.398501791854,0.852,0.518,2.56086914477062e-85,"2","Dusp1"
3.1120757122645e-88,2.5255359166527,0.564,0.18,7.58910783192821e-84,"2","Tgfbr1"
5.89907446868773e-88,2.31903716060032,0.595,0.207,1.43854829993419e-83,"2","Asah1"
1.13397887985998e-86,3.23160087933435,0.43,0.053,2.76532089642655e-82,"2","Cd72"
1.48902659570166e-86,2.98498836340971,0.418,0.046,3.63114025627808e-82,"2","Ccr5"
3.27987704129679e-86,1.99542236990134,0.655,0.276,7.99830815290635e-82,"2","Ier3"
1.03591990320774e-85,2.46667320132216,0.484,0.081,2.52619427596239e-81,"2","Tgfbi"
3.55362420007768e-85,2.73960016752809,0.469,0.085,8.66586797430943e-81,"2","Otulinl"
3.78295096387306e-85,2.50427895343557,0.453,0.074,9.22510422050085e-81,"2","Pla2g7"
4.45686800475048e-85,2.94793942008334,0.469,0.073,1.08685183163845e-80,"2","Clec12a"
1.88390123790712e-84,2.90475127663524,0.475,0.087,4.59408155876029e-80,"2","Rnase4"
1.30177562269782e-83,1.6500348757321,0.606,0.184,3.17451003351089e-79,"2","Ifngr1"
2.36357054306357e-83,3.11213778742037,0.416,0.05,5.76380312631482e-79,"2","Clec4a2"
7.52870462453993e-82,1.67111456955044,0.731,0.382,1.83594990974031e-77,"2","Klf6"
3.14061001515356e-81,2.71038151200168,0.436,0.067,7.65869158295347e-77,"2","Cd84"
5.79721558625883e-81,0.906031450328685,0.727,0.219,1.41370899286508e-76,"2","Ptprc"
9.89188362400799e-81,1.11598901412316,0.85,0.451,2.41223474055059e-76,"2","Gnai2"
3.29479766814022e-79,2.60665911139214,0.476,0.084,8.03469359352673e-75,"2","Vsir"
3.44625718464809e-79,2.13191435247884,0.625,0.271,8.40404277048284e-75,"2","Ctsa"
5.97236018762436e-79,0.702893454273107,1,0.998,1.45641975535408e-74,"2","Fau"
4.10174573521797e-78,3.49605624347642,0.355,0.027,1.00025171499026e-73,"2","Clec4n"
4.21022574251238e-78,3.7170839428868,0.354,0.028,1.02670564956907e-73,"2","Slc11a1"
4.89581999474325e-78,2.47774255462357,0.474,0.085,1.19389466391809e-73,"2","Cd48"
7.27509521324816e-78,1.08176647004695,0.902,0.581,1.7741047187027e-73,"2","Sh3bgrl3"
1.93047586232554e-77,3.93724652234851,0.345,0.026,4.70765843786706e-73,"2","Tnf"
2.00258061175788e-77,2.06061111932425,0.457,0.1,4.88349307983276e-73,"2","Neurl3"
8.46655426933048e-77,3.80906721783809,0.346,0.031,2.06465392411893e-72,"2","Tmem86a"
1.14944490659221e-76,1.61014980729431,0.503,0.139,2.80303634921577e-72,"2","Cd53"
7.14532494422399e-76,1.92432152950877,0.62,0.283,1.74245894089846e-71,"2","Skil"
7.03993450997697e-75,3.08923762702693,0.382,0.038,1.71675842960298e-70,"2","Cd33"
5.78336650300235e-74,3.12129048313274,0.364,0.041,1.41033175542215e-69,"2","Pdgfb"
1.10393555547786e-73,1.77309352546702,0.576,0.246,2.69205724558831e-69,"2","Creg1"
1.4827541127001e-73,4.22678298289162,0.315,0.023,3.61584417923046e-69,"2","Pla2g15"
2.06771729814974e-73,3.6599652212868,0.329,0.024,5.04233540326795e-69,"2","Igf1"
2.6018574913481e-73,4.93179005272584,0.302,0.01,6.34488967840148e-69,"2","Slco2b1"
3.18888517413733e-73,1.17647275843775,0.919,0.785,7.7764153856513e-69,"2","Lamp1"
4.60726697525945e-73,1.24174453683809,0.861,0.585,1.12352812458677e-68,"2","Ier2"
1.41490720727638e-72,1.013389290627,0.826,0.456,3.45039271566418e-68,"2","Gpx1"
1.05890037270421e-71,1.2444028064087,0.775,0.496,2.58223444887648e-67,"2","Actr3"
1.48458940267016e-71,3.63272025375839,0.327,0.026,3.62031971735146e-67,"2","Olfml3"
3.82160081291098e-71,2.32784086370212,0.463,0.123,9.31935574236471e-67,"2","Arl4c"
8.88720260296742e-71,2.25890225907788,0.464,0.102,2.16723322675964e-66,"2","Fermt3"
9.37197691024546e-71,2.80349055227286,0.443,0.093,2.28545028933246e-66,"2","Lipa"
3.02853044159992e-70,2.34663746209117,0.428,0.087,7.38537433488557e-66,"2","Inpp5d"
3.28319505007617e-70,2.48971722052799,0.444,0.102,8.00639944911574e-66,"2","Pea15a"
3.864465199441e-70,2.85206948279606,0.395,0.062,9.42388483535683e-66,"2","Nckap1l"
4.22101487097055e-70,1.11490128824486,0.788,0.392,1.02933668643488e-65,"2","Arpc1b"
6.23987584992695e-70,1.57293577248308,0.464,0.103,1.52165612476319e-65,"2","Gngt2"
8.53137467138844e-70,0.984134727418253,0.867,0.749,2.08046102736478e-65,"2","Clta"
8.60131643912952e-70,1.14943064698165,0.538,0.132,2.09751702684613e-65,"2","Alox5ap"
1.01298361828846e-69,1.77984711915174,0.636,0.332,2.47026185155825e-65,"2","Timp2"
1.19292772872152e-69,0.622947975767735,1,0.988,2.9090735592603e-65,"2","Rplp1"
3.23146290359265e-68,0.588094845058615,0.753,0.282,7.88024543670104e-64,"2","Srgn"
8.16021481055923e-68,2.35911114791672,0.436,0.105,1.98994998370297e-63,"2","Gusb"
2.42052036927352e-67,2.25477848330315,0.335,0.043,5.90268097251041e-63,"2","Cxcl2"
3.51379344341451e-67,2.62019674970125,0.548,0.198,8.56873669111062e-63,"2","Cited2"
4.19118799941771e-67,2.28934598122741,0.422,0.063,1.022063105538e-62,"2","Ccrl2"
8.89640065848426e-67,2.78005840094266,0.428,0.101,2.16947626457797e-62,"2","Ntpcr"
1.23380775756997e-66,1.27653272356161,0.522,0.206,3.00876359761014e-62,"2","Blvrb"
1.36220448156497e-66,2.82242259949303,0.355,0.079,3.32187184874434e-62,"2","Cebpa"
3.27480199799633e-66,1.52511780039893,0.544,0.161,7.98593215231384e-62,"2","Ifi30"
3.79440314520424e-66,2.82270671161677,0.41,0.08,9.25303150989505e-62,"2","Slc29a3"
8.51316286948134e-65,2.30097375291274,0.382,0.089,2.07601989735172e-60,"2","Tm6sf1"
2.21619290476916e-64,3.9905870408459,0.287,0.017,5.40440801757008e-60,"2","Tmem119"
4.88309769590384e-64,2.42397030295374,0.357,0.066,1.19079220412311e-59,"2","Hacd4"
5.72121328389033e-64,1.99768636688785,0.398,0.062,1.3951750714095e-59,"2","Ifi204"
9.43738608756459e-63,1.94991238491837,0.478,0.121,2.3014009713135e-58,"2","Hcls1"
1.23196067051505e-62,0.700285834483187,0.998,0.951,3.00425929111801e-58,"2","Rpl35a"
2.10741116622187e-62,2.89984050824882,0.328,0.049,5.13913286994864e-58,"2","Tnfaip8l2"
2.33993434563115e-62,1.67403458700184,0.429,0.106,5.70616389525612e-58,"2","Epsti1"
3.17023950883666e-62,0.658274365255988,0.97,0.804,7.73094606624907e-58,"2","Pfn1"
3.31438760887605e-62,2.0879503047241,0.499,0.154,8.08246562300513e-58,"2","Tgfbr2"
6.04594975536186e-62,1.75643236683748,0.546,0.202,1.47436530734254e-57,"2","Pou2f2"
7.1183156833506e-62,1.69900638356667,0.555,0.255,1.73587246254188e-57,"2","Ifnar2"
